"b'2.1132061'","b'1.201101'","b'0.33910587'","b'427921820000000.0'","b'1703532600000000.0'","b'497015760000000.0'","b'50'","b'9.060257'","b'-79.58845'","b'11975.602'","b'2020-04-27T19:03:07.120Z'"
"b'3.7235866'","b'1.6357722'","b'2.0926976'","b'211588480000000.0'","b'1703532600000000.0'","b'495358980000000.0'","b'36'","b'9.037351'","b'-79.53184'","b'5608.1245'","b'2020-04-28T18:08:18.889Z'"
"b'3.831814'","b'1.6103326'","b'1.1788652'","b'344009300000000.0'","b'1703532600000000.0'","b'497953940000000.0'","b'53'","b'8.934721'","b'-79.87431'","b'44826.824'","b'2020-04-28T19:46:12.002Z'"
"b'2.0938983'","b'1.2167578'","b'1.0462912'","b'277971220000000.0'","b'1703532600000000.0'","b'500178470000000.0'","b'46'","b'9.079521'","b'-79.39432'","b'10395.535'","b'2020-04-29T18:50:51.768Z'"
"b'3.08239'","b'1.4534144'","b'1.7742733'","b'211665790000000.0'","b'1703532600000000.0'","b'498952520000000.0'","b'52'","b'9.011261'","b'-79.842094'","b'39812.855'","b'2020-04-30T19:33:52.653Z'"
"b'2.3034422'","b'1.3177053'","b'1.160619'","b'301694340000000.0'","b'1698366400000000.0'","b'550311880000000.0'","b'43'","b'9.083417'","b'-79.35476'","b'14611.206'","b'2020-05-01T18:38:40.421Z'"
"b'2.562848'","b'1.3217975'","b'1.1648858'","b'316776000000000.0'","b'1698366400000000.0'","b'548861000000000.0'","b'51'","b'9.047038'","b'-79.6799'","b'21855.145'","b'2020-05-02T19:21:33.305Z'"
"b'2.7266583'","b'1.4348184'","b'1.0228326'","b'362246400000000.0'","b'1698366400000000.0'","b'550587960000000.0'","b'39'","b'9.034752'","b'-79.48918'","b'1207.3064'","b'2020-05-03T18:26:31.074Z'"
"b'2.229885'","b'1.1873952'","b'0.65284'","b'409655600000000.0'","b'1698366400000000.0'","b'552803360000000.0'","b'42'","b'9.018487'","b'-79.371155'","b'12346.408'","b'2020-05-04T19:09:13.955Z'"
"b'3.419718'","b'1.5682586'","b'1.1996076'","b'362714150000000.0'","b'1698366400000000.0'","b'544063500000000.0'","b'35'","b'9.01653'","b'-79.77558'","b'32482.934'","b'2020-05-05T18:14:23.729Z'"
"b'2.0747628'","b'1.2100819'","b'0.686885'","b'391475130000000.0'","b'1698366400000000.0'","b'551652980000000.0'","b'51'","b'9.0490055'","b'-79.37922'","b'11207.047'","b'2020-05-06T18:56:58.611Z'"
"b'3.5235934'","b'1.5479916'","b'1.0309178'","b'394349940000000.0'","b'1698366400000000.0'","b'550311600000000.0'","b'52'","b'9.033354'","b'-79.56595'","b'9380.627'","b'2020-05-07T19:40:03.494Z'"
"b'2.1749015'","b'1.4266497'","b'0.90899014'","b'348114750000000.0'","b'1698366400000000.0'","b'552803500000000.0'","b'78'","b'9.02926'","b'-79.34941'","b'14523.823'","b'2020-05-08T18:44:45.260Z'"
"b'2.8136516'","b'1.3732146'","b'1.3904101'","b'290287300000000.0'","b'1698366400000000.0'","b'550311880000000.0'","b'48'","b'8.967074'","b'-79.65927'","b'21283.479'","b'2020-05-09T19:27:42.144Z'"
"b'2.4975784'","b'1.3572717'","b'1.0202576'","b'347201930000000.0'","b'1698366400000000.0'","b'549981970000000.0'","b'38'","b'9.068376'","b'-79.42223'","b'7090.287'","b'2020-05-10T18:32:35.913Z'"
"b'2.4047363'","b'1.2857062'","b'1.010217'","b'339325230000000.0'","b'1698366400000000.0'","b'550587960000000.0'","b'52'","b'9.0852165'","b'-79.353325'","b'14824.452'","b'2020-05-11T19:15:24.199Z'"
"b'2.9966867'","b'1.5137327'","b'1.281679'","b'330170780000000.0'","b'1698366400000000.0'","b'550528900000000.0'","b'40'","b'9.010821'","b'-79.37611'","b'12033.005'","b'2020-05-12T18:20:25.979Z'"
"b'2.1190085'","b'1.1902533'","b'0.60990417'","b'408569100000000.0'","b'1698366400000000.0'","b'546660080000000.0'","b'47'","b'9.076792'","b'-79.59797'","b'13417.876'","b'2020-05-13T19:03:06.865Z'"
"b'3.7273004'","b'1.6459438'","b'1.7647717'","b'287494900000000.0'","b'1698366400000000.0'","b'544836600000000.0'","b'37'","b'9.03191'","b'-79.53646'","b'6194.6445'","b'2020-05-14T18:08:18.642Z'"
"b'3.8377752'","b'1.6198441'","b'1.4413943'","b'338689180000000.0'","b'1698366400000000.0'","b'548860850000000.0'","b'53'","b'8.927842'","b'-79.881775'","b'45823.984'","b'2020-05-14T19:46:11.757Z'"
"b'2.1018472'","b'1.286689'","b'0.43249726'","b'452237100000000.0'","b'1698366400000000.0'","b'550177000000000.0'","b'59'","b'9.055411'","b'-79.39721'","b'9323.855'","b'2020-05-15T18:50:51.528Z'"
"b'3.0913053'","b'1.461456'","b'1.1350672'","b'356136540000000.0'","b'1698366400000000.0'","b'548861000000000.0'","b'52'","b'9.003198'","b'-79.84917'","b'40672.758'","b'2020-05-16T19:33:52.420Z'"
"b'2.3146634'","b'1.3071048'","b'0.44145787'","b'459196160000000.0'","b'1698366400000000.0'","b'550587830000000.0'","b'41'","b'9.0889225'","b'-79.361206'","b'14155.062'","b'2020-05-17T18:38:40.194Z'"
"b'2.573936'","b'1.309261'","b'1.4604787'","b'256137220000000.0'","b'1698366400000000.0'","b'550311740000000.0'","b'47'","b'8.947173'","b'-79.66545'","b'22844.13'","b'2020-05-18T19:21:31.085Z'"
"b'2.737093'","b'1.4179695'","b'0.72124857'","b'416773300000000.0'","b'1698366400000000.0'","b'545742570000000.0'","b'36'","b'9.068214'","b'-79.499245'","b'3538.0078'","b'2020-05-19T18:26:30.858Z'"
"b'2.2361176'","b'1.2452605'","b'1.8714426'","b'126419275000000.0'","b'1698366400000000.0'","b'550128000000000.0'","b'52'","b'9.066637'","b'-79.383675'","b'11035.88'","b'2020-05-20T19:09:13.744Z'"
"b'3.4228578'","b'1.5845191'","b'2.065747'","b'217112740000000.0'","b'1698366400000000.0'","b'544836600000000.0'","b'37'","b'8.958881'","b'-79.76011'","b'32025.42'","b'2020-05-21T18:14:21.519Z'"
"b'2.0843015'","b'1.1214558'","b'1.1273849'","b'287191580000000.0'","b'1698366400000000.0'","b'554104470000000.0'","b'34'","b'9.004804'","b'-79.36923'","b'12955.988'","b'2020-05-22T18:56:56.405Z'"
"b'3.522774'","b'1.5475116'","b'1.4749818'","b'318807240000000.0'","b'1698366400000000.0'","b'550137130000000.0'","b'50'","b'9.004375'","b'-79.56041'","b'9675.007'","b'2020-05-23T19:40:01.297Z'"
"b'2.1810343'","b'1.295409'","b'0.8699983'","b'357791980000000.0'","b'1698366400000000.0'","b'552803500000000.0'","b'50'","b'9.013636'","b'-79.34291'","b'15493.488'","b'2020-05-24T18:44:43.072Z'"
"b'2.8235946'","b'1.3757676'","b'0.7218529'","b'421738680000000.0'","b'1698366400000000.0'","b'550311880000000.0'","b'47'","b'8.966065'","b'-79.65632'","b'21030.248'","b'2020-05-25T19:27:39.960Z'"
"b'2.5045717'","b'1.3462144'","b'0.95282555'","b'360172470000000.0'","b'1698366400000000.0'","b'547745230000000.0'","b'36'","b'9.0808115'","b'-79.41964'","b'8003.688'","b'2020-05-26T18:32:33.735Z'"
"b'2.4169967'","b'1.2531581'","b'0.60865134'","b'428667000000000.0'","b'1698366400000000.0'","b'552803360000000.0'","b'44'","b'9.027748'","b'-79.3363'","b'15973.198'","b'2020-05-27T19:15:20.625Z'"
"b'3.0074008'","b'1.481984'","b'0.8820734'","b'400627440000000.0'","b'1698366400000000.0'","b'547745370000000.0'","b'36'","b'9.086309'","b'-79.38647'","b'11493.512'","b'2020-05-28T18:20:24.403Z'"
"b'2.1241593'","b'1.1991037'","b'0.8294152'","b'357785540000000.0'","b'1698366400000000.0'","b'547745230000000.0'","b'48'","b'9.047113'","b'-79.58368'","b'11292.954'","b'2020-05-29T19:03:03.292Z'"
